Quarter,Consumption,Income,Production,Savings,Unemployment
1970 Q1,0.6185663995086799,1.0448013320120353,-2.452485526641013,5.299014070849051,0.9000000000000004
1970 Q2,0.4519840189008306,1.2256471921432421,-0.5514594737359158,7.789893824341565,0.5
1970 Q3,0.8728717804991959,1.5851538354837658,-0.35865175209615074,7.4039840659912315,0.5
1970 Q4,-0.27184793266723517,-0.23954486521731155,-2.185690872228596,1.1698982415315307,0.6999999999999993
1971 Q1,1.9013449590126186,1.9759249492860675,1.9097643638003259,3.5356669284715814,-0.09999999999999964
1971 Q2,0.9148773462618109,1.4459085282002349,0.9015695219955155,5.874763571619113,-0.09999999999999964
1971 Q3,0.794109641460139,0.5211491126242862,0.30803070805189847,-0.4062353413114117,0.09999999999999964
1971 Q4,1.6456331640359423,1.1591760935676376,2.2913621384764937,-1.4862589024096096,0
1972 Q1,1.3111896944382195,0.4568567139882518,4.154294954263493,-4.2919721958248225,-0.20000000000000018
1972 Q2,1.8857778772673583,1.0333893070562539,1.8886727124327596,-4.692196362397638,-0.09999999999999964
1972 Q3,1.5293336123326284,1.926294899654124,1.2654114460270538,5.923453990302718,-0.20000000000000018
1972 Q4,2.31955754164872,3.9299492216803955,3.439587472368144,16.073514123383514,-0.2999999999999998
1973 Q1,1.809282167105053,0.755642727536987,2.794145252566782,-4.758983187860899,-0.2999999999999998
1973 Q2,-0.04509060680355503,0.8403923303157868,0.8321744840467993,8.615101103444722,0
1973 Q3,0.35135318461438914,0.45102659320548355,0.8586244910110175,2.948063512284005,-0.10000000000000053
1973 Q4,-0.2986933869928876,1.088160783706904,1.4820079485019289,10.834963938136344,0.10000000000000053
1974 Q1,-0.8986987555710257,-1.674191195435526,-0.8860965550401279,-2.3625108229441416,0.1999999999999993
1974 Q2,0.3594064478226855,-0.9344403135084889,0.05894790969698249,-6.301854444421373,0.3000000000000007
1974 Q3,0.42864100915203096,0.09032559928563444,-0.39493018117036094,0.44663508471618485,0.5
1974 Q4,-1.4725025295399874,-0.13367544940692255,-4.050702225722347,10.989928432511942,1.2999999999999998
1975 Q1,0.8352473824389861,-0.15054183397165133,-6.836039447365261,-5.177083807337635,1.3999999999999995
1975 Q2,1.6314874322645778,4.521868829418807,-1.3593996000051511,23.739280682691888,0.20000000000000107
1975 Q3,1.4112403459712652,-1.4643423330715777,2.425917881612838,-17.084098496352684,-0.40000000000000036
1975 Q4,1.0695915750005724,0.7786935891285651,2.1578454924826573,0.793714669421064,-0.20000000000000107
1976 Q1,1.9796594970381776,1.2003233309943795,3.0287076547610425,-2.4194881517346722,-0.5999999999999996
1976 Q2,0.9158453469515493,0.5663527047746086,1.2699149968825818,-0.9726696315079941,0
1976 Q3,1.0473521621852555,0.7771957459391743,1.3279617990286319,0.3939360935603098,0
1976 Q4,1.2891401570625405,0.632455419529343,1.7876841873702531,-2.854250493221766,0.20000000000000018
1977 Q1,1.1717988524164724,0.22447610755929048,2.05356943814774,-6.273481577701734,-0.39999999999999947
1977 Q2,0.540781432771098,0.9355103585473756,3.051484792487269,5.839526269502038,-0.20000000000000018
1977 Q3,0.9411156110621377,1.3800187169893618,1.0738126486894206,6.466111968669885,-0.40000000000000036
1977 Q4,1.492345136606943,1.8934207448390694,0.6469855687781134,6.45794272667759,-0.39999999999999947
1978 Q1,0.5602230731687641,0.7810205697838413,-0.2787798611915804,3.720105517405514,-0.10000000000000053
1978 Q2,2.1153292162249926,1.0528621492333912,3.9454320017214606,-5.773451799059703,-0.39999999999999947
1978 Q3,0.4190265384867331,0.7747580535962584,0.868081408868937,5.147669649718889,0.09999999999999964
1978 Q4,0.8037027927919382,0.6556883093114863,1.7740093275489421,1.1211385038889077,0
1979 Q1,0.516596976265582,1.2027503837034104,0.4225386208825732,8.863894894352153,-0.20000000000000018
1979 Q2,-0.06495755311508589,-0.9082155539697823,-0.21584140942607632,-5.207644034985215,-0.09999999999999964
1979 Q3,0.9683926164782974,0.4532180034718891,-0.2804057831790274,-1.6698915885456245,0.20000000000000018
1979 Q4,0.24851259973921458,0.17600924266325535,0.38246722625530083,1.5288192534282707,0.09999999999999964
1980 Q1,-0.14305362067297267,0.34551266036721984,0.4044007704846919,5.7238341940758275,0.2999999999999998
1980 Q2,-2.277835537125128,-0.8829668894330567,-4.337564107369163,13.305112693640542,1.2999999999999998
1980 Q3,1.0909753940994804,1.116963052991693,-1.656160839976284,4.554574169536174,-0.09999999999999964
1980 Q4,1.3420279465389484,1.3673962161075082,3.775886958025909,3.6991087537160183,-0.2999999999999998
1981 Q1,0.3344388479522564,-0.14001995010524126,0.23807669821263033,-2.6319888544385606,0.20000000000000018
1981 Q2,0.007280757043837127,0.11662649266366287,0.30659994653663425,2.036493355212343,0.09999999999999964
1981 Q3,0.46151212887615145,2.13351095818215,0.9571752269055267,15.761505124879971,0.09999999999999964
1981 Q4,-0.6863667527934325,0.10984322024523152,-2.209097724190734,6.371847878875947,0.9000000000000004
1982 Q1,0.7338890932961917,0.24105067987001405,-2.0764955424852793,-2.7028172177478105,0.5
1982 Q2,0.30413540520939364,0.6014914511357716,-1.2842071910487807,2.836175340509506,0.5999999999999996
1982 Q3,0.6681423589476765,0.47867553074034674,-1.4400865352941938,0.44456719720269433,0.5
1982 Q4,1.7365066200037305,0.3135850247252492,-1.9014377152409612,-9.511250239769709,0.7000000000000011
1983 Q1,0.9838488377551968,0.9392113211495356,1.152771767740557,1.0316871170354958,-0.5
1983 Q2,2.015812652322424,0.6906589413967268,2.198514907230731,-9.984089821512754,-0.20000000000000107
1983 Q3,1.7773140628120743,1.4894128165135356,3.3719378462988114,-0.034939630233576935,-0.9000000000000004
1983 Q4,1.5810003094532732,2.2028478419919395,2.602581269320403,8.437738412158868,-0.8999999999999986
1984 Q1,0.8264505500857666,1.977823740236495,2.8888871536342897,12.93221036311234,-0.5000000000000009
1984 Q2,1.3912539121985645,1.6473468000210545,1.5276450234091854,4.419893300150868,-0.5999999999999996
1984 Q3,0.738897677237027,1.3115416458074236,0.7072983979386827,6.006096597531929,0.09999999999999964
1984 Q4,1.2871021313594966,0.8130189013916933,0.0490193030001862,-2.479042712902668,0
1985 Q1,1.6847758649143785,-0.2613386961243691,0.3278997711644749,-17.764892451299996,-0.09999999999999964
1985 Q2,0.9138495664364754,1.928890936719796,0.0667646853832693,11.570217737817767,0.20000000000000018
1985 Q3,1.8815216700032167,-0.31383875738182354,-0.13659566350030516,-21.321356386455825,-0.3000000000000007
1985 Q4,0.21609668825384176,1.0523731268131442,0.5837978575534031,9.990718967832013,-0.09999999999999964
1986 Q1,0.8700180180216677,1.3064201093911265,0.5997336448737123,6.103187355988826,0.20000000000000018
1986 Q2,1.083790021565001,1.2708349578819167,-0.6149322339084051,2.8946267708878537,0
1986 Q3,1.75356349267215,0.6354962797425756,0.391421690294802,-9.574768073889572,-0.20000000000000018
1986 Q4,0.6114755165560481,0.15223989711898867,1.1407909614574052,-4.417346272136058,-0.40000000000000036
1987 Q1,0.09976547062624519,0.917143363100692,1.314307943472226,11.708569691759951,0
1987 Q2,1.3554644312069541,-0.9403006915745138,1.7315919185404205,-26.19412669928991,-0.39999999999999947
1987 Q3,1.1348444664966095,1.7741461774042122,1.8517220040602744,11.239367059537653,-0.2999999999999998
1987 Q4,0.21133112004285692,1.3394902519412,2.4079044367946167,15.418024487611692,-0.20000000000000018
1988 Q1,1.7510779936037224,1.4561903660673892,0.902915221569689,-0.4685453236315418,0
1988 Q2,0.7355450605738056,1.0243196232870844,0.8487413305475755,5.3247521531275765,-0.2999999999999998
1988 Q3,0.8846461747097578,0.9619118013086236,0.35992326222080706,3.2147010859094216,0
1988 Q4,1.130580293629535,0.9390451850563863,0.7196007366485624,-0.18865927129212423,-0.10000000000000053
1989 Q1,0.46287091453525164,1.1320617395607968,0.44989456224708846,8.342605455468632,-0.2999999999999998
1989 Q2,0.46569964362657146,-0.2952347491945062,-0.3602878354328709,-7.470240653769888,0.2999999999999998
1989 Q3,0.963449293493035,0.6620550694304228,-0.6156581480790457,-2.152596409853924,0
1989 Q4,0.4336726941364333,0.8428709486004493,0.4284932011713316,5.737894162994905,0.10000000000000053
1990 Q1,0.8380721572118333,0.7650486451053595,0.6605883309372729,2.1466604153829394,-0.20000000000000018
1990 Q2,0.3041522482204684,0.6935358322637697,0.7460163109974438,6.0924151129757576,0
1990 Q3,0.39537256853225955,-0.03538922042132242,0.41608055702502256,-3.6147808713858254,0.7000000000000002
1990 Q4,-0.7636661366504427,-0.8564367525471184,-1.5607522492726567,-0.7703585124337664,0.39999999999999947
1991 Q1,-0.3767381776306422,0.2496024478054082,-1.9084218926659346,6.88377085035734,0.5
1991 Q2,0.8253474836093844,0.7289486638388354,0.5813408557656885,0.3912136893193363,0.10000000000000053
1991 Q3,0.49735253440186256,0.40742794880834765,1.4058724869251193,0.36380885080671277,0
1991 Q4,-0.050052317948079406,0.8279037144001578,0.23521992772055356,10.504106016879788,0.39999999999999947
1992 Q1,1.8550267653187902,1.992516527409549,-0.11135099968662132,5.592480861291627,0.10000000000000053
1992 Q2,0.6765457049333179,0.9867502830697816,1.764750767660761,4.773222447662118,0.39999999999999947
1992 Q3,1.066222065892397,0.462839912841595,0.766383645136326,-5.148747348276839,-0.20000000000000018
1992 Q4,1.1848406952783108,0.4544125346814809,1.0506471065493628,-4.193857389257349,-0.1999999999999993
1993 Q1,0.38268878403542317,0.3734384218546438,0.8820469969386124,0.416387701200982,-0.40000000000000036
1993 Q2,0.9054981675321372,0.3088974577437398,0.22752525315530292,-4.949167534235865,0
