,time,vibration,unit_id
0,2023-03-18 06:10:00+00:00,0.465890545,0
1,2023-03-18 06:20:00+00:00,0.423907419,0
2,2023-03-18 06:30:00+00:00,0.419382284,0
3,2023-03-18 06:40:00+00:00,0.416293466,0
4,2023-03-18 06:50:00+00:00,0.4152427,0
5,2023-03-18 07:00:00+00:00,0.415772173,0
6,2023-03-18 07:10:00+00:00,0.413704303,0
7,2023-03-18 07:20:00+00:00,0.417466466,0
8,2023-03-18 07:30:00+00:00,0.419569422,0
9,2023-03-18 07:40:00+00:00,0.417458381,0
10,2023-03-18 07:50:00+00:00,0.416777519,0
11,2023-03-18 08:00:00+00:00,0.419155103,0
12,2023-03-18 08:10:00+00:00,0.410149668,0
13,2023-03-18 08:20:00+00:00,0.41025876,0
14,2023-03-18 08:30:00+00:00,0.404360606,0
15,2023-03-18 08:40:00+00:00,0.420865774,0
16,2023-03-18 08:50:00+00:00,0.419557505,0
17,2023-03-18 09:00:00+00:00,0.420053866,0
18,2023-03-18 09:10:00+00:00,0.412711764,0
19,2023-03-18 09:20:00+00:00,0.417374532,0
20,2023-03-18 09:30:00+00:00,0.416871083,0
21,2023-03-18 09:40:00+00:00,0.085599357,0
22,2023-03-18 09:50:00+00:00,0.08624384,0
23,2023-03-18 10:00:00+00:00,0.077935871,0
24,2023-03-18 10:10:00+00:00,0.081154174,0
25,2023-03-18 10:20:00+00:00,0.081154174,0
26,2023-03-18 10:30:00+00:00,0.081154174,0
27,2023-03-18 10:40:00+00:00,0.076019734,0
28,2023-03-18 10:50:00+00:00,0.076019734,0
29,2023-03-18 11:00:00+00:00,0.076019734,0
30,2023-03-18 11:10:00+00:00,0.076019734,0
31,2023-03-18 11:20:00+00:00,0.076019734,0
32,2023-03-18 11:30:00+00:00,0.076019734,0
33,2023-03-18 11:40:00+00:00,0.076019734,0
34,2023-03-18 12:30:00+00:00,0.087286883,0
35,2023-03-18 12:40:00+00:00,0.087286883,0
36,2023-03-18 12:50:00+00:00,0.087286883,0
37,2023-03-18 13:00:00+00:00,0.087286883,0
38,2023-03-18 13:10:00+00:00,0.087286883,0
39,2023-03-18 13:20:00+00:00,0.087286883,0
40,2023-03-18 13:30:00+00:00,0.087286883,0
41,2023-03-18 14:20:00+00:00,0.081630264,0
42,2023-03-18 14:30:00+00:00,0.082134037,0
43,2023-03-18 14:40:00+00:00,0.082134037,0
44,2023-03-18 14:50:00+00:00,0.082134037,0
45,2023-03-18 15:00:00+00:00,0.082134037,0
46,2023-03-18 15:10:00+00:00,0.082134037,0
47,2023-03-18 15:20:00+00:00,0.082134037,0
48,2023-03-18 15:30:00+00:00,0.082134037,0
49,2023-03-18 16:00:00+00:00,0.40229964,0
50,2023-03-18 16:10:00+00:00,0.409401392,0
51,2023-03-18 16:20:00+00:00,0.40618161,0
52,2023-03-18 16:30:00+00:00,0.40824778,0
53,2023-03-18 16:40:00+00:00,0.404989815,0
54,2023-03-18 16:50:00+00:00,0.404859544,0
55,2023-03-18 17:00:00+00:00,0.408621463,0
56,2023-03-18 17:10:00+00:00,0.404566744,0
57,2023-03-18 17:20:00+00:00,0.405796439,0
58,2023-03-18 17:30:00+00:00,0.402274782,0
59,2023-03-18 17:40:00+00:00,0.400671312,0
60,2023-03-18 17:50:00+00:00,0.399620132,0
61,2023-03-18 18:00:00+00:00,0.403656723,0
62,2023-03-18 18:10:00+00:00,0.400700636,0
63,2023-03-18 18:20:00+00:00,0.403815862,0
64,2023-03-18 18:30:00+00:00,0.401650968,0
65,2023-03-18 18:40:00+00:00,0.004123106,0
66,2023-03-18 18:50:00+00:00,0.004123106,0
67,2023-03-18 19:00:00+00:00,0.004123106,0
68,2023-03-18 19:10:00+00:00,0.004123106,0
69,2023-03-18 19:20:00+00:00,0.004123106,0
70,2023-03-18 19:30:00+00:00,0.004123106,0
71,2023-03-18 19:40:00+00:00,0.004123106,0
72,2023-03-18 19:50:00+00:00,0.004123106,0
73,2023-03-18 20:00:00+00:00,0.004123106,0
74,2023-03-18 20:10:00+00:00,0.004123106,0
75,2023-03-18 20:20:00+00:00,0.004123106,0
76,2023-03-18 20:30:00+00:00,0.004123106,0
77,2023-03-18 20:40:00+00:00,0.004123106,0
78,2023-03-18 20:50:00+00:00,0.004123106,0
79,2023-03-18 21:00:00+00:00,0.004123106,0
80,2023-03-18 21:10:00+00:00,0.004123106,0
81,2023-03-18 21:20:00+00:00,0.004123106,0
82,2023-03-18 21:30:00+00:00,0.004123106,0
83,2023-03-18 21:40:00+00:00,0.004123106,0
84,2023-03-18 21:50:00+00:00,0.004123106,0
85,2023-03-18 22:00:00+00:00,0.004123106,0
86,2023-03-18 22:10:00+00:00,0.004123106,0
87,2023-03-18 22:20:00+00:00,0.004123106,0
88,2023-03-18 22:30:00+00:00,0.004123106,0
89,2023-03-18 22:40:00+00:00,0.004123106,0
90,2023-03-18 22:50:00+00:00,0.004123106,0
91,2023-03-18 23:00:00+00:00,0.004123106,0
92,2023-03-18 23:10:00+00:00,0.004123106,0
93,2023-03-18 23:20:00+00:00,0.004123106,0
94,2023-03-18 23:30:00+00:00,0.004123106,0
95,2023-03-18 23:40:00+00:00,0.004123106,0
96,2023-03-18 23:50:00+00:00,0.004123106,0
97,2023-03-19 00:00:00+00:00,0.004123106,0
98,2023-03-19 00:10:00+00:00,0.004123106,0
99,2023-03-19 00:20:00+00:00,0.004123106,0
100,2023-03-19 00:30:00+00:00,0.004123106,0
101,2023-03-19 00:40:00+00:00,0.004123106,0
102,2023-03-19 00:50:00+00:00,0.004123106,0
103,2023-03-19 01:00:00+00:00,0.004123106,0
104,2023-03-19 01:10:00+00:00,0.004123106,0
105,2023-03-19 01:20:00+00:00,0.004123106,0
106,2023-03-19 01:30:00+00:00,0.004123106,0
107,2023-03-19 01:40:00+00:00,0.004123106,0
108,2023-03-19 01:50:00+00:00,0.004123106,0
109,2023-03-19 02:00:00+00:00,0.004123106,0
110,2023-03-19 02:10:00+00:00,0.004123106,0
111,2023-03-19 02:20:00+00:00,0.004123106,0
112,2023-03-19 02:30:00+00:00,0.004123106,0
113,2023-03-19 02:40:00+00:00,0.004123106,0
114,2023-03-19 02:50:00+00:00,0.004123106,0
115,2023-03-19 03:00:00+00:00,0.004123106,0
116,2023-03-19 03:10:00+00:00,0.004123106,0
117,2023-03-19 03:20:00+00:00,0.004123106,0
118,2023-03-19 03:30:00+00:00,0.004123106,0
119,2023-03-19 03:40:00+00:00,0.004123106,0
120,2023-03-19 03:50:00+00:00,0.004123106,0
121,2023-03-19 04:00:00+00:00,0.004123106,0
122,2023-03-19 04:10:00+00:00,0.004123106,0
123,2023-03-19 04:20:00+00:00,0.004123106,0
124,2023-03-19 04:30:00+00:00,0.004123106,0
125,2023-03-19 04:40:00+00:00,0.004123106,0
126,2023-03-19 04:50:00+00:00,0.004123106,0
127,2023-03-19 05:00:00+00:00,0.004123106,0
128,2023-03-19 05:10:00+00:00,0.004123106,0
129,2023-03-19 05:20:00+00:00,0.004123106,0
130,2023-03-19 05:30:00+00:00,0.004123106,0
131,2023-03-19 05:40:00+00:00,0.349679139,0
132,2023-03-19 05:50:00+00:00,0.436221274,0
133,2023-03-19 06:00:00+00:00,0.480080202,0
134,2023-03-19 06:10:00+00:00,0.471460497,0
135,2023-03-19 06:20:00+00:00,0.436193191,0
136,2023-03-19 06:30:00+00:00,0.438923684,0
137,2023-03-19 06:40:00+00:00,0.436590197,0
138,2023-03-19 06:50:00+00:00,0.433723991,0
139,2023-03-19 07:00:00+00:00,0.435708044,0
140,2023-03-19 07:10:00+00:00,0.440328287,0
141,2023-03-19 07:20:00+00:00,0.42862017,0
142,2023-03-19 07:30:00+00:00,0.426792104,0
143,2023-03-19 07:40:00+00:00,0.43119949,0
144,2023-03-19 07:50:00+00:00,0.432774768,0
145,2023-03-19 08:00:00+00:00,0.424571549,0
146,2023-03-19 08:10:00+00:00,0.422727454,0
147,2023-03-19 08:20:00+00:00,0.427169755,0
148,2023-03-19 08:30:00+00:00,0.425042351,0
149,2023-03-19 08:40:00+00:00,0.425682981,0
150,2023-03-19 08:50:00+00:00,0.422664761,0
151,2023-03-19 09:00:00+00:00,0.422950943,0
152,2023-03-19 09:10:00+00:00,0.422705571,0
153,2023-03-19 09:20:00+00:00,0.417187308,0
154,2023-03-19 09:30:00+00:00,0.420414082,0
155,2023-03-19 09:40:00+00:00,0.087418534,0
156,2023-03-19 09:50:00+00:00,0.078644771,0
157,2023-03-19 10:00:00+00:00,0.08336666,0
158,2023-03-19 10:10:00+00:00,0.076713754,0
159,2023-03-19 10:20:00+00:00,0.084764379,0
160,2023-03-19 10:30:00+00:00,0.085060273,0
161,2023-03-19 10:40:00+00:00,0.085337565,0
162,2023-03-19 10:50:00+00:00,0.087282587,0
163,2023-03-19 11:00:00+00:00,0.08432971,0
164,2023-03-19 11:10:00+00:00,0.077672389,0
165,2023-03-19 11:20:00+00:00,0.086310486,0
166,2023-03-19 11:30:00+00:00,0.08473193,0
167,2023-03-19 11:40:00+00:00,0.09366029,0
168,2023-03-19 11:50:00+00:00,0.08041766,0
169,2023-03-19 12:00:00+00:00,0.091231848,0
170,2023-03-19 12:10:00+00:00,0.083985118,0
171,2023-03-19 12:20:00+00:00,0.090733125,0
172,2023-03-19 12:30:00+00:00,0.083815273,0
173,2023-03-19 12:40:00+00:00,0.084557673,0
174,2023-03-19 12:50:00+00:00,0.085076436,0
175,2023-03-19 13:00:00+00:00,0.080207543,0
176,2023-03-19 13:10:00+00:00,0.081621076,0
177,2023-03-19 13:20:00+00:00,0.083815273,0
178,2023-03-19 13:30:00+00:00,0.081939002,0
179,2023-03-19 13:40:00+00:00,0.082474238,0
180,2023-03-19 13:50:00+00:00,0.080706258,0
181,2023-03-19 14:00:00+00:00,0.084150163,0
182,2023-03-19 14:10:00+00:00,0.078740079,0
183,2023-03-19 14:20:00+00:00,0.082439372,0
184,2023-03-19 14:30:00+00:00,0.083815273,0
185,2023-03-19 14:40:00+00:00,0.418573769,0
186,2023-03-19 14:50:00+00:00,0.420800428,0
187,2023-03-19 15:00:00+00:00,0.418158463,0
188,2023-03-19 15:10:00+00:00,0.385155164,0
189,2023-03-19 15:20:00+00:00,0.399916866,0
190,2023-03-19 15:30:00+00:00,0.411564394,0
191,2023-03-19 15:40:00+00:00,0.417602682,0
192,2023-03-19 15:50:00+00:00,0.413370899,0
193,2023-03-19 16:00:00+00:00,0.41350786,0
194,2023-03-19 16:10:00+00:00,0.418610798,0
195,2023-03-19 16:20:00+00:00,0.418190746,0
