1,-0.187086
2,0.098119
3,0.088967
4,0.107328
5,-0.193514
6,0.086186
7,-0.170154
8,0.075227
9,0.094927
10,-0.218755
11,0.135428
12,0.083327
13,-0.190572
14,0.109046
15,0.081526
16,-0.18557
17,0.089387
18,0.096183
19,-0.195788
20,0.110693
21,0.085095
22,-0.191246
23,0.105626
24,0.08562
25,-0.195274
26,0.099516
27,0.095758
28,-0.187576
29,0.082167
30,0.105409
31,-0.176606
32,0.076468
33,0.100138
34,-0.211256
35,0.116109
36,0.095147
37,-0.163068
38,0.082749
39,0.080319
40,0.083702
41,-0.175395
42,0.091692
43,0.097041
44,-0.216793
45,0.119752
46,-0.183921
47,0.100371
48,0.08355
49,-0.159839
50,0.062844
51,0.096995
52,0.080332
53,-0.174404
54,0.094072
55,-0.200688
56,0.076226
57,0.124462
58,-0.062504
59,-0.016485
60,0.078989
61,-0.170003
62,0.043931
63,0.126072
64,-0.187726
65,0.08332
66,0.104407
67,-0.194266
68,0.098396
69,0.095869
70,-0.214102
71,0.135245
72,0.078857
73,-0.195534
74,0.140278
75,0.055256
76,0.084669
77,-0.165416
78,0.080747
79,-0.174287
80,0.066675
81,0.107612
82,-0.209682
83,0.119373
84,0.090309
85,-0.174311
86,0.081018
87,0.093293
88,-0.191919
89,0.112527
90,0.079392
91,-0.190097
92,0.10675
93,0.083348
94,-0.182178
95,0.090259
96,0.091919
97,0.096932
98,-0.176014
99,0.079082
100,-0.20384
101,0.107619
102,0.096221
103,-0.178504
104,0.092025
105,0.08648
106,0.119298
107,-0.282053
108,0.162755
109,0.119994
110,-0.230635
111,0.110641
112,0.117109
113,-0.227773
114,0.110664
115,0.119641
116,-0.273287
117,0.153646
118,-0.184271
119,0.09958
120,0.084692
121,-0.145703
122,0.043199
123,0.102504
124,-0.240901
125,0.129863
126,0.111038
127,-0.224319
128,0.109362
129,0.114957
130,-0.229746
131,0.126592
132,0.103154
133,-0.186222
134,0.081041
135,0.105181
136,-0.191199
137,0.088017
138,0.103182
139,0.097213
140,-0.19321
141,0.095996
142,-0.157392
143,0.073283
144,0.084109
145,-0.181566
146,0.095345
147,0.086221
148,0.10041
149,-0.196083
150,0.095674
151,-0.162061
152,0.034619
153,0.127441
154,-0.066178
155,-0.030732
156,0.09691
157,-0.170893
158,0.088934
159,0.081959
160,0.086743
161,-0.212247
162,0.125504
163,-0.18433
164,0.098915
165,0.085415
166,-0.05241
167,-0.042947
168,0.095357
169,-0.167201
170,0.062955
171,0.104247
172,-0.06585
173,-0.027567
174,0.093417
175,-0.207328
176,0.082036
177,0.125293
178,0.089411
179,-0.183185
180,0.093774
181,-0.188983
182,0.084443
183,0.104541
184,-0.175594
