1,-0.780473
2,-0.771591
3,-0.767739
4,-0.779923
5,-0.779973
6,-0.780129
7,-0.772817
8,-0.775455
9,-0.772571
10,-0.698162
11,-0.632311
12,-0.573106
13,-0.427876
14,0.334292
15,1.225165
16,1.663192
17,1.707291
18,1.703297
19,1.699736
20,1.686911
21,1.667569
22,1.6448
23,1.578624
24,1.205423
25,0.55946
26,-0.01508
27,-0.414665
28,-0.559495
29,-0.625996
30,-0.617845
31,-0.552896
32,-0.611749
33,-0.715638
34,-0.740866
35,-0.729958
36,-0.71848
37,-0.706102
38,-0.730662
39,-0.747411
40,-0.747957
41,-0.748245
42,-0.7481
43,-0.747495
44,-0.746009
45,-0.74214
46,-0.672384
47,-0.572266
48,-0.583168
49,-0.523666
50,-0.265382
51,0.38343
52,1.163163
53,1.707181
54,1.77831
55,1.787303
56,1.783951
57,1.78175
58,1.768301
59,1.728503
60,1.452607
61,0.871963
62,0.225918
63,-0.252945
64,-0.46942
65,-0.531438
66,-0.554611
67,-0.558634
68,-0.613129
69,-0.750171
70,-0.793324
71,-0.77215
72,-0.733106
73,-0.724544
74,-0.731002
75,-0.72789
76,-1.178214
77,-1.17125
78,-1.172388
79,-1.171348
80,-1.001371
81,-0.782111
82,-0.734252
83,-0.681673
84,-0.621003
85,-0.171681
86,0.434898
87,0.893555
88,1.141417
89,1.19363
90,1.204958
91,1.204351
92,1.202326
93,1.198021
94,1.193416
95,1.194507
96,1.194519
97,1.19587
98,1.188803
99,1.172115
100,1.069599
101,0.760355
102,0.315077
103,-0.127912
104,-0.510549
105,-0.767569
106,-0.835662
107,-0.827113
108,-0.834795
109,-0.897865
110,-1.05681
111,-1.298274
112,-1.280241
113,-1.044308
114,-0.818668
115,-0.814853
116,-0.79772
117,-0.65777
118,-0.588035
119,-0.645285
120,-0.585154
121,-0.523099
122,-0.377354
123,0.1067
124,0.759213
125,1.18863
126,1.390536
127,1.429645
128,1.447357
129,1.423355
130,1.417234
131,1.413836
132,1.420893
133,1.406606
134,1.406015
135,1.313397
136,0.922815
137,0.313431
138,-0.274262
